OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	?
OTU3	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU5	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU6	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	?
OTU9	Bacteria	Firmicutes	Bacilli	?	?	?	?
OTU10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	?	?
OTU11	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU13	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	?
OTU14	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU15	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus reuteri
OTU18	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU19	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] oxidoreducens group	?
OTU20	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU21	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU22	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU23	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	?
OTU24	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU25	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus intestinalis
OTU26	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU27	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU28	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
OTU29	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella excrementihominis
OTU30	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU31	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU32	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU33	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	?
OTU35	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU36	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
OTU38	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU39	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU40	Bacteria	Firmicutes	Clostridia	?	?	?	?
OTU41	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU42	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU43	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Anaerobiospirillum	?
OTU44	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	?
OTU45	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU46	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU47	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	?
OTU48	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU49	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	?
OTU50	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	?	?	?
OTU51	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU52	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU53	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU54	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU55	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?
OTU56	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU57	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU58	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU59	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU60	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003	?
OTU61	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU62	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU63	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
OTU64	Bacteria	Firmicutes	?	?	?	?	?
OTU65	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU66	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU67	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	?
OTU68	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU69	Bacteria	Firmicutes	Bacilli	?	?	?	?
OTU70	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	?
OTU71	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU72	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	?	?
OTU73	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU74	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU75	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU76	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU77	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU78	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU79	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	gut metagenome	?
OTU80	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU81	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU82	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU83	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae ND3007 group	metagenome
OTU84	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	gut metagenome	?
OTU85	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU86	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	?	?
OTU87	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
OTU88	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	uncultured organism	?
OTU89	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
OTU90	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU91	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter apodemus
OTU92	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	?	?
OTU93	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	uncultured rumen bacterium	?
OTU94	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU95	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU96	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU97	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU98	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU99	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU100	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
OTU101	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	?
OTU102	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	?
OTU103	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	?
OTU104	Bacteria	Firmicutes	Bacilli	Lactobacillales	?	?	?
OTU105	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	?	?
OTU106	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU107	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU108	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU109	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	?	?	?
OTU110	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU111	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	?
OTU112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	uncultured Wautersiella sp.
OTU113	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU114	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU115	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU116	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU117	Bacteria	Firmicutes	?	?	?	?	?
OTU118	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU119	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	?	?
OTU120	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU121	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU122	Bacteria	Firmicutes	Clostridia	?	?	?	?
OTU123	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU124	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	?	?
OTU125	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	?	?
OTU126	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU127	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	?
OTU128	Bacteria	Spirochaetota	Spirochaetia	?	?	?	?
OTU129	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	?
OTU130	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	?
OTU131	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	uncultured rumen bacterium	?	?
OTU132	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU133	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU134	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU135	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU136	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Clostridiales bacterium
OTU137	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured Bacteroidales bacterium	?
OTU138	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU139	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	?
OTU140	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU141	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	?	?
OTU142	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	?	?
OTU143	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU144	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU145	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU146	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	?
OTU147	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Quinella	?
OTU148	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU149	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU150	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU151	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	?
OTU152	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	?	?	?
OTU153	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	?
OTU154	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU156	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	?	?
OTU157	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	?	?
OTU158	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
OTU159	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU160	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU161	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU162	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU163	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU164	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
OTU165	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU166	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	?
OTU167	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU168	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU169	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU170	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU171	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	?
OTU172	Bacteria	Firmicutes	Clostridia	Lachnospirales	?	?	?
OTU173	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	?	?
OTU174	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides dorei
OTU175	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU176	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU177	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	?	?	?
OTU178	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	?
OTU179	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU180	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU181	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU182	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11 gut group	?
OTU184	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU185	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	?	?	?
OTU186	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	?
OTU187	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU188	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5 gut group	uncultured Rikenellaceae bacterium	?
OTU189	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU190	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
OTU191	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU192	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU193	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU194	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	?
OTU195	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
OTU196	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU197	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU198	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae Ga6A1 group	?
OTU199	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Lactobacillus faecis
OTU200	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	uncultured Clostridiales bacterium	?	?
OTU201	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
OTU202	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	?
OTU203	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU204	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
OTU205	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	uncultured Clostridia bacterium	?	?
OTU206	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	?
OTU207	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	?
OTU208	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	?
OTU209	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	uncultured rumen bacterium	?
OTU210	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	?
OTU211	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	?	?
OTU212	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	?
OTU213	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU214	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU215	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	?
OTU216	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU217	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	?
OTU218	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	?
OTU219	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-003	gut metagenome
OTU220	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	?
OTU221	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] eligens group	?
OTU222	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] nodatum group	?
OTU223	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	uncultured rumen bacterium	?	?
OTU224	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	?	?	?
OTU225	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU226	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	?
OTU227	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU228	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU229	Bacteria	Firmicutes	Clostridia	?	?	?	?
OTU230	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae Ga6A1 group	?
OTU231	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU232	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU233	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	?
OTU234	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU235	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU236	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	?
OTU237	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU238	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU239	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU240	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU241	Bacteria	Firmicutes	?	?	?	?	?
OTU242	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU243	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	?	?	?
OTU244	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU245	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
OTU246	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	?
OTU247	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU248	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	?	?
OTU249	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	?
OTU250	Bacteria	Firmicutes	Bacilli	RF39	uncultured rumen bacterium	?	?
OTU251	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU252	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	?	?
OTU253	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	Escherichia coli
OTU254	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU255	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU256	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU257	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Pygmaiobacter	?
OTU258	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU259	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	?	?	?
OTU261	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
OTU262	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
OTU263	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	?
OTU264	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU265	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	?	?	?
OTU266	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
OTU267	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU268	Bacteria	Firmicutes	Bacilli	RF39	uncultured rumen bacterium	?	?
OTU269	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Lachnospiraceae bacterium
OTU270	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU271	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU272	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU273	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	?
OTU274	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU275	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU276	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	?
OTU277	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU278	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU279	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	uncultured rumen bacterium
OTU280	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU281	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	?
OTU282	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	?
